query acc.ver,subject acc.ver,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score,% positives
seq_154_iron_aquisition-siderophore_synthesis,WP_002851136.1,30.18,222,130,7,321,523,2,217,4.15e-11,61.2,46.4
seq_154_iron_aquisition-siderophore_synthesis,AAW34617.1,30.412,194,115,4,343,523,14,200,4.77e-11,61.6,49.48
seq_154_iron_aquisition-siderophore_synthesis,WP_002793288.1,28.241,216,135,4,321,523,4,212,6.96e-11,61.2,48.15
seq_154_iron_aquisition-siderophore_synthesis,WP_002866594.1,29.73,222,131,7,321,523,2,217,8.47e-11,60.5,46.85
seq_154_iron_aquisition-siderophore_synthesis,WP_002856079.1,29.73,222,131,7,321,523,2,217,1.04e-10,60.1,46.4
seq_154_iron_aquisition-siderophore_synthesis,WP_002867308.1,26.131,199,128,3,321,505,2,195,1.7e-10,59.3,46.23
seq_154_iron_aquisition-siderophore_synthesis,WP_002858409.1,27.861,201,122,5,321,505,2,195,2.01e-10,58.9,46.77
seq_154_iron_aquisition-siderophore_synthesis,WP_002886581.1,29.279,222,132,7,321,523,2,217,5.12e-10,57.8,46.4
seq_154_iron_aquisition-siderophore_synthesis,WP_002866772.1,27.861,201,122,5,321,505,2,195,5.46e-10,57.8,46.27
seq_154_iron_aquisition-siderophore_synthesis,WP_002856278.1,27.861,201,122,5,321,505,2,195,5.67e-10,57.8,46.27
seq_154_iron_aquisition-siderophore_synthesis,WP_011049869.1,26.54,211,131,5,336,522,18,228,5.76e-10,57.8,45.5
seq_154_iron_aquisition-siderophore_synthesis,WP_002853599.1,26.54,211,131,5,336,522,18,228,7.05e-10,57.4,45.5
seq_154_iron_aquisition-siderophore_synthesis,WP_002855252.1,26.761,213,134,7,339,537,22,226,9.63e-10,57.0,46.01
seq_154_iron_aquisition-siderophore_synthesis,AAW34561.1,26.761,213,134,7,339,537,25,229,1.01e-09,57.0,46.01
seq_154_iron_aquisition-siderophore_synthesis,WP_002852992.1,26.54,211,131,5,336,522,18,228,1.06e-09,57.0,45.02
seq_154_iron_aquisition-siderophore_synthesis,AHK56919.1,26.761,213,134,7,339,537,30,234,1.22e-09,56.6,46.01
seq_154_iron_aquisition-siderophore_synthesis,ETJ83153.1,26.415,212,120,7,336,534,17,205,1.96e-09,56.6,48.11
seq_154_iron_aquisition-siderophore_synthesis,AHK51526.1,26.415,212,120,7,336,534,17,205,2.01e-09,56.6,48.11
seq_154_iron_aquisition-siderophore_synthesis,WP_011812693.1,26.415,212,120,7,336,534,18,206,2.05e-09,56.6,48.11
seq_154_iron_aquisition-siderophore_synthesis,WP_002869430.1,26.066,211,132,5,336,522,18,228,2.11e-09,56.2,45.5
seq_154_iron_aquisition-siderophore_synthesis,WP_010891842.1,26.415,212,120,7,336,534,18,206,2.28e-09,56.6,48.11
seq_154_iron_aquisition-siderophore_synthesis,ABV51766.1,26.415,212,120,7,336,534,17,205,3.37e-09,55.8,48.11
seq_154_iron_aquisition-siderophore_synthesis,WP_072238660.1,26.415,212,120,7,336,534,18,206,3.52e-09,55.8,48.11
seq_154_iron_aquisition-siderophore_synthesis,WP_002867877.1,30.901,233,127,9,321,534,2,219,2.2e-08,53.5,44.21
seq_154_iron_aquisition-siderophore_synthesis,WP_002868367.1,30.901,233,127,9,321,534,2,219,2.45e-08,53.5,44.21
seq_154_iron_aquisition-siderophore_synthesis,WP_011049804.1,26.222,225,130,6,336,528,19,239,7.45e-08,52.8,41.78
seq_154_iron_aquisition-siderophore_synthesis,WP_002852425.1,26.222,225,130,6,336,528,19,239,8.94e-08,52.4,41.78
seq_154_iron_aquisition-siderophore_synthesis,WP_012006789.1,29.778,225,140,7,321,534,2,219,1.12e-07,51.2,45.78
seq_154_iron_aquisition-siderophore_synthesis,ETJ82665.1,25.333,225,132,6,336,528,19,239,2.01e-07,50.4,41.78
seq_154_iron_aquisition-siderophore_synthesis,WP_002856890.1,25.333,225,132,6,336,528,19,239,2.77e-07,50.8,41.78
seq_154_iron_aquisition-siderophore_synthesis,WP_002865923.1,24.889,225,133,6,336,528,19,239,6.8e-07,49.7,41.78
seq_154_iron_aquisition-siderophore_synthesis,AAX99097.1,34.921,63,41,0,321,383,2,64,8.62e-06,42.7,53.97
seq_154_iron_aquisition-siderophore_synthesis,WP_014516904.1,26.984,189,123,5,325,505,8,189,1.05e-05,45.1,44.44
seq_154_iron_aquisition-siderophore_synthesis,WP_002866752.1,26.984,189,123,5,325,505,8,189,1.58e-05,44.3,44.44
seq_154_iron_aquisition-siderophore_synthesis,WP_002872129.1,26.368,201,109,7,325,505,8,189,2.96e-05,43.5,42.79
seq_154_iron_aquisition-siderophore_synthesis,WP_010891839.1,26.984,189,123,5,325,505,8,189,3.07e-05,43.5,44.44
seq_154_iron_aquisition-siderophore_synthesis,WP_002866019.1,46.667,45,24,0,339,383,20,64,5.83e-05,43.1,66.67
seq_154_iron_aquisition-siderophore_synthesis,WP_002858735.1,46.667,45,24,0,339,383,20,64,5.93e-05,43.1,66.67
seq_154_iron_aquisition-siderophore_synthesis,WP_002796878.1,46.667,45,24,0,339,383,20,64,5.93e-05,43.1,66.67
seq_154_iron_aquisition-siderophore_synthesis,WP_009881802.1,26.984,189,123,5,325,505,8,189,6.72e-05,42.4,43.39
seq_154_iron_aquisition-siderophore_synthesis,AAW56184.1,34.177,79,51,1,446,523,36,114,0.000338,38.1,53.16
seq_155_iron_aquisition-siderophore_transport,WP_014516903.1,89.552,268,27,1,1,268,1,267,7.42e-173,475.0,96.27
seq_155_iron_aquisition-siderophore_transport,WP_002860605.1,89.552,268,27,1,1,268,1,267,1.09e-172,475.0,96.27
seq_155_iron_aquisition-siderophore_transport,WP_002857348.1,88.806,268,29,1,1,268,1,267,4.7799999999999994e-172,473.0,96.27
seq_155_iron_aquisition-siderophore_transport,WP_010891838.1,88.433,268,30,1,1,268,1,267,6.95e-172,473.0,96.27
seq_155_iron_aquisition-siderophore_transport,WP_002851986.1,89.179,268,28,1,1,268,1,267,2.4e-171,471.0,95.52
seq_156_iron_aquisition-siderophore_transport,WP_002868903.1,98.974,390,4,0,1,390,1,390,0.0,764.0,99.23
seq_156_iron_aquisition-siderophore_transport,WP_002852311.1,98.462,390,6,0,1,390,1,390,0.0,764.0,99.49
seq_156_iron_aquisition-siderophore_transport,WP_002866477.1,97.949,390,8,0,1,390,1,390,0.0,760.0,99.23
seq_156_iron_aquisition-siderophore_transport,ETN90573.1,98.489,331,5,0,60,390,1,331,0.0,649.0,99.09
seq_156_iron_aquisition-siderophore_transport,ETN90572.1,100.0,40,0,0,1,40,1,40,3.8e-20,80.9,100.0
seq_157_iron_aquisition-siderophore_synthesis,WP_002855865.1,96.31,542,19,1,1,541,1,542,0.0,1052.0,97.97
seq_157_iron_aquisition-siderophore_synthesis,WP_002851469.1,96.125,542,20,1,1,541,1,542,0.0,1051.0,97.97
seq_157_iron_aquisition-siderophore_synthesis,WP_002866874.1,95.941,542,21,1,1,541,1,542,0.0,1048.0,97.6
seq_157_iron_aquisition-siderophore_synthesis,WP_002852830.1,25.83,542,320,19,37,527,58,568,1.26e-18,86.7,44.28
seq_157_iron_aquisition-siderophore_synthesis,WP_002869380.1,26.199,542,318,19,37,527,54,564,1.3e-18,86.7,44.1
seq_157_iron_aquisition-siderophore_synthesis,WP_002858308.1,25.83,542,320,19,37,527,54,564,1.35e-18,86.7,44.28
seq_157_iron_aquisition-siderophore_synthesis,WP_002867213.1,26.015,542,319,19,37,527,54,564,1.54e-18,86.3,44.1
seq_157_iron_aquisition-siderophore_synthesis,WP_002877063.1,25.83,542,320,19,37,527,54,564,1.05e-17,84.0,43.91
seq_157_iron_aquisition-siderophore_synthesis,WP_002858782.1,24.858,527,327,22,45,529,57,556,2.04e-17,82.8,44.4
seq_157_iron_aquisition-siderophore_synthesis,WP_002860769.1,24.668,527,328,22,45,529,57,556,2.82e-17,82.4,44.4
seq_157_iron_aquisition-siderophore_synthesis,WP_002852619.1,30.081,246,133,6,321,533,2,241,3.11e-16,77.8,45.93
seq_157_iron_aquisition-siderophore_synthesis,WP_002893140.1,30.081,246,133,6,321,533,2,241,3.6e-16,77.4,45.93
seq_157_iron_aquisition-siderophore_synthesis,WP_002856849.1,30.081,246,133,6,321,533,2,241,3.6e-16,77.4,45.93
seq_157_iron_aquisition-siderophore_synthesis,WP_002867742.1,31.472,197,119,5,339,525,21,211,5.69e-16,76.3,50.25
seq_157_iron_aquisition-siderophore_synthesis,WP_002854406.1,31.472,197,119,5,339,525,21,211,5.99e-16,76.3,50.25
seq_157_iron_aquisition-siderophore_synthesis,ETJ84600.1,30.736,231,121,6,336,533,2,226,2.86e-15,74.7,46.32
seq_157_iron_aquisition-siderophore_synthesis,WP_002866826.1,28.326,233,137,7,320,526,3,231,4.34e-15,74.7,49.36
seq_157_iron_aquisition-siderophore_synthesis,WP_004308379.1,30.732,205,120,6,342,536,24,216,2.03e-14,71.6,50.73
seq_157_iron_aquisition-siderophore_synthesis,WP_002816233.1,30.732,205,120,6,342,536,24,216,2.75e-14,71.2,50.73
seq_157_iron_aquisition-siderophore_synthesis,WP_002831397.1,27.982,218,137,4,321,525,4,214,4.52e-12,65.1,48.62
seq_157_iron_aquisition-siderophore_synthesis,WP_002776579.1,27.982,218,137,4,321,525,4,214,5.99e-12,64.7,48.62
seq_157_iron_aquisition-siderophore_synthesis,WP_002851136.1,30.0,220,133,6,321,523,2,217,6.98e-12,63.5,47.73
seq_157_iron_aquisition-siderophore_synthesis,WP_002866594.1,30.0,220,133,6,321,523,2,217,1e-11,63.2,47.73
seq_157_iron_aquisition-siderophore_synthesis,WP_002856079.1,30.0,220,133,6,321,523,2,217,1.32e-11,62.8,47.27
seq_157_iron_aquisition-siderophore_synthesis,WP_002867308.1,25.561,223,136,5,321,523,2,214,2.76e-11,61.6,46.19
seq_157_iron_aquisition-siderophore_synthesis,AAW34617.1,29.592,196,118,4,343,525,14,202,3.04e-11,62.4,50.0
seq_157_iron_aquisition-siderophore_synthesis,WP_002793288.1,27.523,218,138,4,321,525,4,214,3.49e-11,62.4,48.62
seq_157_iron_aquisition-siderophore_synthesis,WP_002858409.1,27.111,225,130,7,321,523,2,214,3.64e-11,61.2,46.67
seq_157_iron_aquisition-siderophore_synthesis,WP_002886581.1,29.545,220,134,6,321,523,2,217,7.2e-11,60.5,47.27
seq_157_iron_aquisition-siderophore_synthesis,WP_002856278.1,26.667,225,131,7,321,523,2,214,2.18e-10,58.9,46.67
seq_157_iron_aquisition-siderophore_synthesis,WP_011049869.1,26.54,211,131,5,336,522,18,228,4.76e-10,58.2,45.97
seq_157_iron_aquisition-siderophore_synthesis,WP_002853599.1,26.54,211,131,5,336,522,18,228,5.67e-10,57.8,45.97
seq_157_iron_aquisition-siderophore_synthesis,WP_002852992.1,26.54,211,131,5,336,522,18,228,9.16e-10,57.0,45.5
seq_157_iron_aquisition-siderophore_synthesis,WP_002866772.1,26.244,221,137,7,321,523,2,214,1.26e-09,56.6,47.96
seq_157_iron_aquisition-siderophore_synthesis,WP_002869430.1,26.066,211,132,5,336,522,18,228,1.58e-09,56.6,45.97
seq_157_iron_aquisition-siderophore_synthesis,ETJ83153.1,24.876,201,117,6,336,523,17,196,1.83e-09,56.6,48.26
seq_157_iron_aquisition-siderophore_synthesis,WP_011812693.1,24.876,201,117,6,336,523,18,197,1.89e-09,56.6,48.26
seq_157_iron_aquisition-siderophore_synthesis,WP_010891842.1,24.876,201,117,6,336,523,18,197,1.96e-09,56.6,48.26
seq_157_iron_aquisition-siderophore_synthesis,AHK51526.1,24.876,201,117,6,336,523,17,196,1.97e-09,56.6,48.26
seq_157_iron_aquisition-siderophore_synthesis,ABV51766.1,24.876,201,117,6,336,523,17,196,2.93e-09,56.2,48.26
seq_157_iron_aquisition-siderophore_synthesis,WP_072238660.1,24.876,201,117,6,336,523,18,197,3.22e-09,55.8,48.26
seq_157_iron_aquisition-siderophore_synthesis,AAW34561.1,26.415,212,135,7,339,536,25,229,3.68e-09,55.1,46.23
seq_157_iron_aquisition-siderophore_synthesis,WP_002855252.1,26.415,212,135,7,339,536,22,226,4.25e-09,55.1,46.23
seq_157_iron_aquisition-siderophore_synthesis,AHK56919.1,26.415,212,135,7,339,536,30,234,4.32e-09,55.1,46.23
seq_157_iron_aquisition-siderophore_synthesis,WP_011049804.1,26.667,225,129,7,336,528,19,239,2.52e-08,54.3,43.11
seq_157_iron_aquisition-siderophore_synthesis,WP_002852425.1,26.667,225,129,7,336,528,19,239,2.72e-08,53.9,43.11
seq_157_iron_aquisition-siderophore_synthesis,ETJ82665.1,25.778,225,131,7,336,528,19,239,1.37e-07,51.2,42.67
seq_157_iron_aquisition-siderophore_synthesis,WP_002856890.1,25.778,225,131,7,336,528,19,239,2.07e-07,51.2,42.67
seq_157_iron_aquisition-siderophore_synthesis,WP_002868367.1,29.707,239,133,10,321,539,2,225,6.13e-07,48.9,44.35
seq_157_iron_aquisition-siderophore_synthesis,WP_002867877.1,29.707,239,133,10,321,539,2,225,6.58e-07,48.9,44.35
seq_157_iron_aquisition-siderophore_synthesis,WP_002865923.1,24.889,225,133,7,336,528,19,239,1.19e-06,48.9,42.67
seq_157_iron_aquisition-siderophore_synthesis,WP_012006789.1,28.571,231,146,8,321,539,2,225,4.15e-06,46.6,45.45
seq_157_iron_aquisition-siderophore_synthesis,WP_014516904.1,26.5,200,131,6,325,515,8,200,6.39e-06,45.8,45.0
seq_157_iron_aquisition-siderophore_synthesis,AAX99097.1,34.921,63,41,0,321,383,2,64,7.79e-06,42.7,53.97
seq_157_iron_aquisition-siderophore_synthesis,WP_002866752.1,26.5,200,131,6,325,515,8,200,9.23e-06,45.1,45.0
seq_157_iron_aquisition-siderophore_synthesis,WP_002872129.1,26.5,200,131,6,325,515,8,200,1.71e-05,44.3,44.5
seq_157_iron_aquisition-siderophore_synthesis,WP_010891839.1,26.5,200,131,6,325,515,8,200,1.85e-05,44.3,45.0
seq_157_iron_aquisition-siderophore_synthesis,WP_009881802.1,26.5,200,131,6,325,515,8,200,3.78e-05,43.1,44.0
seq_157_iron_aquisition-siderophore_synthesis,WP_002858735.1,46.667,45,24,0,339,383,20,64,5.23e-05,43.5,66.67
seq_157_iron_aquisition-siderophore_synthesis,WP_002796878.1,46.667,45,24,0,339,383,20,64,5.41e-05,43.5,66.67
seq_157_iron_aquisition-siderophore_synthesis,WP_002866019.1,46.667,45,24,0,339,383,20,64,5.56e-05,43.5,66.67
seq_157_iron_aquisition-siderophore_synthesis,AAW56184.1,34.146,82,51,2,446,525,36,116,5.98e-05,40.4,56.1
seq_157_iron_aquisition-siderophore_synthesis,ETJ81817.1,32.927,82,54,1,445,525,17,98,0.025,34.3,58.54
seq_158_iron_aquisition-siderophore_transport,EAQ73281.2,98.83,171,2,0,1,171,1,171,1.67e-114,338.0,99.42
seq_158_iron_aquisition-siderophore_transport,ABV52018.1,98.089,157,3,0,15,171,1,157,2.3499999999999997e-104,311.0,99.36
seq_158_iron_aquisition-siderophore_transport,ETJ84331.1,98.089,157,3,0,15,171,1,157,2.9399999999999997e-104,311.0,99.36
seq_158_iron_aquisition-siderophore_transport,WP_030123215.1,98.675,151,2,0,21,171,1,151,2.76e-100,301.0,99.34
seq_158_iron_aquisition-siderophore_transport,WP_032603130.1,98.675,151,2,0,21,171,1,151,2.97e-100,301.0,99.34
seq_158_iron_aquisition-siderophore_transport,WP_010891883.1,50.336,149,68,3,28,171,4,151,3.0299999999999996e-42,147.0,72.48
seq_158_iron_aquisition-siderophore_transport,WP_011049775.1,49.664,149,69,3,28,171,4,151,6.02e-42,146.0,72.48
seq_158_iron_aquisition-siderophore_transport,WP_002866591.1,32.075,159,86,6,23,171,8,154,9.49e-10,54.3,47.8
seq_158_iron_aquisition-siderophore_transport,WP_011050005.1,31.447,159,87,6,23,171,11,157,1.39e-09,53.9,48.43
seq_158_iron_aquisition-siderophore_transport,WP_002868835.1,31.447,159,87,6,23,171,8,154,4.72e-09,52.4,47.17
seq_158_iron_aquisition-siderophore_transport,WP_002851294.1,30.818,159,88,6,23,171,8,154,3.79e-08,49.7,46.54
seq_159_iron_aquisition-siderophore_transport_potential,WP_002876984.1,100.0,259,0,0,1,259,1,259,0.0,517.0,100.0
seq_159_iron_aquisition-siderophore_transport_potential,WP_002868764.1,99.228,259,2,0,1,259,1,259,0.0,515.0,100.0
seq_159_iron_aquisition-siderophore_transport_potential,WP_012006621.1,99.614,259,1,0,1,259,1,259,0.0,515.0,99.61
seq_159_iron_aquisition-siderophore_transport_potential,WP_002859784.1,99.228,259,2,0,1,259,1,259,0.0,513.0,99.23
seq_159_iron_aquisition-siderophore_transport_potential,WP_002867816.1,98.456,259,4,0,1,259,1,259,0.0,509.0,98.84
seq_160_iron_aquisition-siderophore_transport,WP_011049595.1,98.986,296,3,0,1,296,1,296,0.0,598.0,100.0
seq_160_iron_aquisition-siderophore_transport,WP_002858739.1,99.324,296,2,0,1,296,1,296,0.0,597.0,99.66
seq_160_iron_aquisition-siderophore_transport,WP_002864655.1,98.649,296,4,0,1,296,1,296,0.0,595.0,99.66
seq_160_iron_aquisition-siderophore_transport,WP_014516905.1,96.959,296,9,0,1,296,1,296,0.0,585.0,98.99
seq_160_iron_aquisition-siderophore_transport,WP_002866753.1,96.622,296,8,1,1,296,1,294,0.0,577.0,98.31
seq_160_iron_aquisition-siderophore_transport,ETN90170.1,99.099,222,2,0,75,296,1,222,2.0100000000000002e-163,451.0,99.55
seq_160_iron_aquisition-siderophore_transport,ETN90171.1,97.778,45,1,0,1,45,1,45,6.89e-24,89.4,97.78
seq_161_iron_aquisition-siderophore_transport,WP_002858539.1,99.532,641,3,0,1,641,1,641,0.0,1279.0,99.84
seq_161_iron_aquisition-siderophore_transport,WP_011049744.1,99.532,641,3,0,1,641,1,641,0.0,1278.0,99.84
seq_161_iron_aquisition-siderophore_transport,WP_002856958.1,99.064,641,6,0,1,641,1,641,0.0,1273.0,99.38
seq_161_iron_aquisition-siderophore_transport,WP_002866478.1,98.596,641,9,0,1,641,1,641,0.0,1269.0,99.38
seq_161_iron_aquisition-siderophore_transport,WP_002860103.1,47.642,212,108,1,1,212,6,214,5.7e-60,197.0,69.81
seq_161_iron_aquisition-siderophore_transport,ADN91790.1,47.642,212,108,1,1,212,5,213,6.13e-60,197.0,69.81
seq_161_iron_aquisition-siderophore_transport,WP_079254165.1,47.17,212,109,1,1,212,6,214,2.4e-59,196.0,69.34
seq_161_iron_aquisition-siderophore_transport,ABV53162.1,47.17,212,109,1,1,212,5,213,2.75e-59,196.0,69.34
seq_161_iron_aquisition-siderophore_transport,WP_011050014.1,47.17,212,109,1,1,212,6,214,3.2400000000000002e-59,195.0,69.34
seq_161_iron_aquisition-siderophore_transport,WP_002865902.1,36.864,236,134,5,1,224,1,233,1.79e-36,134.0,58.9
seq_161_iron_aquisition-siderophore_transport,WP_002853259.1,36.864,236,134,5,1,224,1,233,3.58e-36,134.0,58.9
seq_161_iron_aquisition-siderophore_transport,WP_002856849.1,33.654,312,175,9,1,285,1,307,2.74e-35,134.0,54.49
seq_161_iron_aquisition-siderophore_transport,WP_002893140.1,33.654,312,175,9,1,285,1,307,3.1100000000000004e-35,134.0,54.49
seq_161_iron_aquisition-siderophore_transport,WP_002852619.1,33.654,312,175,9,1,285,1,307,3.39e-35,133.0,54.49
seq_161_iron_aquisition-siderophore_transport,AAW35106.1,37.615,218,130,4,4,218,6,220,3.62e-35,130.0,58.72
seq_161_iron_aquisition-siderophore_transport,ABV52041.1,37.156,218,131,4,4,218,6,220,1.6e-34,129.0,58.72
seq_161_iron_aquisition-siderophore_transport,AAA02918.1,36.441,236,135,5,1,224,1,233,1.7299999999999999e-34,129.0,58.05
seq_161_iron_aquisition-siderophore_transport,WP_002858600.1,37.156,218,131,4,4,218,6,220,2.4e-34,129.0,58.72
seq_161_iron_aquisition-siderophore_transport,WP_002856856.1,35.808,229,143,3,1,227,1,227,7.39e-34,127.0,59.39
seq_161_iron_aquisition-siderophore_transport,WP_011049810.1,36.123,227,141,3,1,225,1,225,1.29e-33,126.0,59.47
seq_161_iron_aquisition-siderophore_transport,WP_002877347.1,35.683,227,142,3,1,225,1,225,1.56e-33,126.0,59.47
seq_161_iron_aquisition-siderophore_transport,WP_002858785.1,35.683,227,142,3,1,225,1,225,1.99e-33,125.0,59.47
seq_161_iron_aquisition-siderophore_transport,WP_002866826.1,35.443,237,125,6,1,216,1,230,2.57e-33,129.0,53.59
seq_161_iron_aquisition-siderophore_transport,ETJ84600.1,32.997,297,167,9,16,285,1,292,1.41e-31,123.0,54.21
seq_161_iron_aquisition-siderophore_transport,WP_012006736.1,36.41,195,117,2,16,209,17,205,5.21e-31,118.0,55.9
seq_161_iron_aquisition-siderophore_transport,WP_002853534.1,40.11,182,105,4,16,195,18,197,1.06e-30,117.0,59.89
seq_161_iron_aquisition-siderophore_transport,WP_002856386.1,40.11,182,105,4,16,195,18,197,1.0799999999999999e-30,117.0,59.89
seq_161_iron_aquisition-siderophore_transport,WP_002867385.1,35.897,195,118,2,16,209,17,205,1.07e-27,108.0,56.92
seq_161_iron_aquisition-siderophore_transport,WP_010891917.1,35.897,195,118,2,16,209,17,205,2.7200000000000004e-27,107.0,56.41
seq_161_iron_aquisition-siderophore_transport,WP_002852807.1,35.897,195,118,2,16,209,17,205,3.3e-27,107.0,56.41
seq_161_iron_aquisition-siderophore_transport,WP_011812693.1,33.898,236,123,6,1,235,2,205,6.0900000000000004e-27,108.0,53.39
seq_161_iron_aquisition-siderophore_transport,ETJ83153.1,33.898,236,123,6,1,235,1,204,7.22e-27,108.0,53.39
seq_161_iron_aquisition-siderophore_transport,WP_010891842.1,33.898,236,123,6,1,235,2,205,7.22e-27,108.0,53.39
seq_161_iron_aquisition-siderophore_transport,AHK51526.1,33.898,236,123,6,1,235,1,204,8.17e-27,108.0,53.39
seq_161_iron_aquisition-siderophore_transport,WP_002867742.1,37.688,199,112,6,24,219,25,214,1.1300000000000001e-26,108.0,56.28
seq_161_iron_aquisition-siderophore_transport,WP_002854406.1,37.688,199,112,6,24,219,25,214,1.4600000000000002e-26,107.0,56.28
seq_161_iron_aquisition-siderophore_transport,WP_072238660.1,33.898,236,123,6,1,235,2,205,1.73e-26,107.0,53.39
seq_161_iron_aquisition-siderophore_transport,ABV51766.1,33.898,236,123,6,1,235,1,204,1.8700000000000002e-26,107.0,53.39
seq_161_iron_aquisition-siderophore_transport,WP_004308379.1,34.562,217,132,3,6,220,7,215,1.58e-25,104.0,52.07
seq_161_iron_aquisition-siderophore_transport,WP_002816233.1,34.562,217,132,3,6,220,7,215,3.22e-25,103.0,52.07
seq_161_iron_aquisition-siderophore_transport,WP_002776579.1,32.719,217,138,3,4,218,6,216,4.4799999999999997e-23,98.6,57.14
seq_161_iron_aquisition-siderophore_transport,WP_002831397.1,32.258,217,139,3,4,218,6,216,1.79e-22,96.7,56.68
seq_161_iron_aquisition-siderophore_transport,WP_002851414.1,33.824,204,117,5,5,198,6,201,3.52e-22,93.6,50.98
seq_161_iron_aquisition-siderophore_transport,WP_002868882.1,33.333,207,114,5,5,198,6,201,4.77e-22,93.2,50.24
seq_161_iron_aquisition-siderophore_transport,WP_002793288.1,32.258,217,139,3,4,218,6,216,7.39e-22,94.7,56.68
seq_161_iron_aquisition-siderophore_transport,WP_002877063.1,31.776,214,122,6,12,214,360,560,7.95e-22,97.4,55.61
seq_161_iron_aquisition-siderophore_transport,WP_002860093.1,33.824,204,117,5,5,198,6,201,8.62e-22,92.4,50.49
seq_161_iron_aquisition-siderophore_transport,WP_002869380.1,31.308,214,123,6,12,214,360,560,1.32e-21,96.7,55.61
seq_161_iron_aquisition-siderophore_transport,WP_002858308.1,31.308,214,123,6,12,214,360,560,1.3600000000000001e-21,96.7,55.14
seq_161_iron_aquisition-siderophore_transport,WP_002866848.1,33.333,204,118,5,5,198,6,201,1.4000000000000002e-21,92.0,50.98
seq_161_iron_aquisition-siderophore_transport,WP_002852830.1,31.308,214,123,6,12,214,364,564,1.5500000000000001e-21,96.3,55.14
seq_161_iron_aquisition-siderophore_transport,AAW34617.1,32.857,210,133,3,11,218,1,204,1.06e-20,91.3,57.14
seq_161_iron_aquisition-siderophore_transport,WP_002867213.1,30.918,207,133,5,12,214,360,560,1.22e-20,93.6,56.52
seq_161_iron_aquisition-siderophore_transport,WP_002866772.1,30.396,227,148,5,1,222,1,222,2.2e-20,88.6,52.42
seq_161_iron_aquisition-siderophore_transport,WP_002867308.1,30.396,227,148,5,1,222,1,222,2.38e-20,88.6,51.98
seq_161_iron_aquisition-siderophore_transport,WP_002856278.1,30.396,227,148,5,1,222,1,222,2.64e-20,88.6,51.98
seq_161_iron_aquisition-siderophore_transport,WP_002858409.1,29.956,227,149,5,1,222,1,222,3.82e-20,88.2,51.98
seq_161_iron_aquisition-siderophore_transport,WP_014516904.1,30.263,228,121,8,16,228,18,222,4.67e-20,88.6,53.07
seq_161_iron_aquisition-siderophore_transport,WP_002866752.1,30.131,229,120,8,16,228,18,222,1.5e-19,87.0,53.28
seq_161_iron_aquisition-siderophore_transport,WP_010891839.1,31.004,229,118,9,16,228,18,222,3.55e-19,85.9,54.15
seq_161_iron_aquisition-siderophore_transport,WP_002872129.1,30.568,229,119,9,16,228,18,222,5.41e-19,85.5,54.15
seq_161_iron_aquisition-siderophore_transport,WP_009881802.1,30.568,229,119,9,16,228,18,222,9.68e-19,84.7,53.71
seq_161_iron_aquisition-siderophore_transport,WP_002776307.1,33.333,201,122,6,12,206,13,207,1e-18,84.0,52.24
seq_161_iron_aquisition-siderophore_transport,WP_010891867.1,32.512,203,125,6,12,208,13,209,4e-18,82.0,52.22
seq_161_iron_aquisition-siderophore_transport,WP_002869430.1,29.614,233,144,4,4,219,5,234,1.01e-17,81.3,48.07
seq_161_iron_aquisition-siderophore_transport,WP_002853599.1,29.614,233,144,4,4,219,5,234,1.14e-17,80.9,47.64
seq_161_iron_aquisition-siderophore_transport,WP_002851136.1,28.889,225,141,6,1,214,1,217,1.2e-17,80.9,52.44
seq_161_iron_aquisition-siderophore_transport,WP_011049869.1,29.614,233,144,4,4,219,5,234,1.47e-17,80.5,47.64
seq_161_iron_aquisition-siderophore_transport,WP_002856079.1,30.0,210,128,6,16,214,16,217,1.57e-17,80.5,53.33
seq_161_iron_aquisition-siderophore_transport,WP_002866594.1,30.0,210,128,6,16,214,16,217,1.57e-17,80.5,53.33
seq_161_iron_aquisition-siderophore_transport,WP_002886581.1,29.524,210,129,6,16,214,16,217,4.82e-17,79.0,53.33
seq_161_iron_aquisition-siderophore_transport,AAW34561.1,28.283,198,138,2,20,216,25,219,1.09e-16,77.8,53.03
seq_161_iron_aquisition-siderophore_transport,WP_002852992.1,29.185,233,145,4,4,219,5,234,1.14e-16,77.8,47.21
seq_161_iron_aquisition-siderophore_transport,WP_002855252.1,28.283,198,138,2,20,216,22,216,1.4e-16,77.4,53.03
seq_161_iron_aquisition-siderophore_transport,AHK56919.1,28.283,198,138,2,20,216,30,224,1.45e-16,77.4,53.03
seq_161_iron_aquisition-siderophore_transport,WP_002860769.1,26.047,215,142,4,15,222,354,558,7.28e-16,78.6,51.63
seq_161_iron_aquisition-siderophore_transport,WP_002858782.1,26.047,215,142,4,15,222,354,558,9.21e-16,78.2,51.63
seq_161_iron_aquisition-siderophore_transport,WP_002852965.1,29.5,200,127,4,1,196,1,190,1.05e-13,68.6,50.0
seq_161_iron_aquisition-siderophore_transport,AAW56184.1,36.8,125,69,4,95,217,1,117,1.5e-13,65.1,56.8
seq_161_iron_aquisition-siderophore_transport,WP_002869429.1,29.0,200,128,4,1,196,1,190,4.04e-13,67.0,49.5
